id,text,label
48,号称平遥最高级的四星酒店，实际只是二星半的硬件，二十年前国营招待所的服务，差极了。可能因为住客少，房间长期空关，酒店西翼的房间一股霉味，厕所还泛出阵阵臭气。建议坚持要求酒店东翼房间。-酒店不收信用卡，只收现金。住客在餐厅消费不能签单，必须付现金。-酒店提供的洗发波/浴液质量低劣。卫生纸污迹霉斑。强烈推荐自带洗发水、卫生纸，以免飞来横祸。-酒店床上用品“一客一换”，住客不离店不换床单。-早餐极差，基本吃素。-行李生推荐包车服务疯狂宰客。去王家大院包车半天（夏利）来回竟要价400元。我出门上街拦车，才200元（高速通行费来回30元另计），还是桑塔纳2000。不过据说平遥其他的酒店更可怕。打算住在平遥，丽泽苑是无可奈何的选择。,-1
49,感觉非常一般，房间很脏，而且上网还要收费，好象是2.5元一个小时，极度不爽。往市内走一点，很多又便宜又好的酒店，大把，以后不会再住这个名不副实的酒店，建议携程不要将这类酒店登入，有损携程名誉。宾馆反馈2006年11月28日：非常感谢您的意见！酒店对此非常重视，特意针对此事召开紧急会议，并作出相关的处理。1.针对客人提出的房间较脏的问题，经过调查，客人入住的505房在洗手间门口地毯上确实有污垢，已对相关部门人员做出处罚。2.关于上网收费的信息，酒店已在携程网上有明显公布。收费标准为2.00元/小时。另外酒店将于2007年1月准备将部分楼层改为商务楼层，届时应该能满足商务客人的需求。,-1
50,1、热水是几乎没有2、酒店水壶内有非常多的残余物3、房间有浓烈的甲醛味道酒店为我订的是5001，到了晚上房间出门右转是美容美发（这大家都知道是什么店）那里小姐的声音比电视的还大，房间窗外的卡拉OK一直唱到凌晨2点，还蹦迪。最让我生气的是浴室里两条浴巾的中间居然夹着一条男人的内裤，看外观明显是使用过的，与酒店总台投诉的时候，酒店一带眼镜的女经理总是让我提出要求怎样，我能要求怎样，难道要你全额免单？这家酒店真让我心寒！从来没见过这样的酒店！！！补充点评2008年7月2日：强烈建议大家不要入住怀仁酒店,-1
51,1酒店基本需要用品没有，比如要求转换插头、水壶，也一律欠缺！欠缺理由为“由于全家酒店客房已满，所以没有任何多一个后备用品作替换”（这是酒店服务员原话）2酒店水壶内有残余物，约一元硬币那么厚。酒店服务员竟然说“知道这个情况，但是没有办法”！3酒店早餐很差，不像3星酒店应有水平，4冬天的暖气空调是按需提供，不问基本不给；5暖气跟呼噜一样，整个晚上吵到天明（因为本人天明就马上退房）；6热水器名不符实，应该叫“水器”，因为基本不热,-1
52,鞋撑在云南的协议酒店少得可怜，应该下大力气多做些工作，把如家的店子也到处开一开，要不然我们这些鞋撑依赖症患者都找不到住的地方啦。和当地大多数酒店一样，上网在这里是很奢侈的，非要住商务间才有的。订房的时候鞋撑说不能刷卡，到前台却是可以刷的，还比较方便。房间里就很一般，热水是几乎没有，害得阮一家人两天没法洗澡。早餐极差，不论稀饭干饭炒饭煮饭，只要有米的地方就一定有沙子。电梯有时候停运，不晓得什么原因。楼下有超市，环境一般。可走路到洱海公园或明珠广场，都不算太远。打车到机场约40元，到大理古城一带需要大约35元。大理的出租车在城内打表，出城议价，斩客现象严重。从开发区到下关市中心人民广场一带才6块钱，刚出起步价。服务水平有待提高，退房时说不见了卫生间里纸筒里的卷纸轴，非要问阮是不是给拿走了，NND，有谁会对他们的那个烂东西感兴趣的。建议要在大理住酒店的朋友，开发区这边的酒店有很多，看起来还不错。头一晚在这里歇歇脚，然后自己再去找住的地方也可以的。,-1
53,酒店有异味，无空调，给人的整体感觉很破旧，根本不能称为四星,-1
54,地段马马乎乎。但这个楼本来就像写字楼一样，大部分都是人家办公的地方，少部分楼层是客房。房间不大，设施也有点旧的样子，早餐更是残不目睹。我真的觉得他能评上3星是奇迹,-1
55,大堂太让人失望了.房间也很小.性价比超低.下次不会再住了.,-1
56,酒店周边比较繁华，对面有必胜客。服务热情还可以，设施就不是一般的差，第一个房间网口坏了不能上网，换个房间，水蓬头不出水，郁闷，各位还是不要去了。,-1
57,这是我在携程定过的酒店中最差的，价钱又贵，以后不会再住了。,-1
58,入住经历：由于临时到邯郸，时间较晚，酒店都订满了，只好住这，以前通过携程订住过邯郸宾馆，设施非常齐备，就觉得邯郸大酒店应该也不会差到哪去，一进大厅就感觉有种陈旧的感觉，一个服务生马上迎来要帮我拎包，被我婉拒，但仍跟在我身边，到前台办理入住手续，给我4、5个本子让我在上面签字，给我一张房卡和押金单，上楼，服务生仍未离开我身边要帮我拿包，再次婉拒，一路上服务生不停的给我介绍他们酒店是国营的云云。我住在4楼，刚一进走廊，就有特别浓的炒菜油烟味，进房间后第一感觉就是上当了，房间潮湿、有股霉味，狭小，破旧，电视也就14、15寸吧，黑白、外加雪花，一想办完事就走顶多1、2天，忍了。因为晚上要出去见个朋友，习惯性的检查一下门窗，发现窗户竟然都没有锁，而且从卫生间浴缸迈过窗台外面就是一个连通的缓台，找服务员询问万一离开房间电脑和贵重物品得不到安全保证，得到蛮横答复：我们这就这样。从入住算起，前后不到10分钟时间，态度截然相反。心情不爽，但忍了......第二天早上想吃点早餐然后出去办事，因为没有送来早餐券，打电话咨询是否用房卡就可就餐，得到答复是昨晚登记时我已经在本上签字，一口咬定给过我早餐券了，经过反复强调、解释，最终勉强让我去吃早餐，但极其不情愿就像我骗他一顿早餐，欠他个人情似的，心情相当不爽，决定不去吃了，退房。到前台服务生爱理不理，退房找钱，押金600，一天房费234，找给我66元，虽然生气，钱还是要单面点清楚地，发现差的也太离谱了，询问后又退给我300元，怒火快要爆发了。退给我的三张百元钞票中有一张残缺了三分之一的面积，当即让她换，服务生上下左右看看确认是少了三分之一的面积才换。气晕。拎包头也不回地大步迈出大门，认可露宿街头（当然也不至于这么惨）也不在这受气，最后在携程的帮助下定了燕赵之星酒店，非常满意，携程的态度我认为是非常好的，服务也非常周到，我也是一直支持携程，是忠诚用户，给携程提一点建议，希望携程在选择合作酒店时能认真筛选，像这种收费与服务极不相符的酒店，坚决拒绝门外，宁少勿滥。,-1
59,酒店服务不好，服务员态度生硬，特别是酒店物品管理方面，物品的清点不到位，我明明没有用房间内的收费物品，可是退房的时候硬说我们用了四包收费的洗液，非要我给钱，我因为急着赶飞机只好付款，简直不敢相信这是携程推荐的酒店，难道这家酒店就靠这样挣钱，有到了黑店的感觉。补充点评2008年3月24日：还有洗澡用的是电热水器，始终让我觉得不安全，提心吊胆。卫生间马桶不好用，修过一次也不好。总之，住在这家酒店觉得很别扭，觉得不安全，不舒服。四周感觉很吵。,-1
60,一句话，那是相当的差！这也叫3星，有没有搞错，旅馆水平都没有。大厅倒过得去。房间里面消毒水的味道奇大无比，进去半个钟头都适应不了。卫生间的东西感觉是进了个50元店，水泥糊的玻璃缝。老天，让我丢人丢到家了。强烈要求退钱！,-1
61,相当的不好！他的城景房就是靠街的！山景房就是靠远的！没啥区别！服务态度好差！本来定的山景房未经同意换成城景房还不带电脑！,-1
62,这是我住过的最差的酒店，房间气味难闻，刚打了灭蚊药水，换了三个房间还是如此，服务员说：“住久了就习惯了，每个宾馆都有自己的味道。”考！我又不是来体验生活的。周围环境复杂，脏乱差。,-1
63,非常不行，三星的携程定290元，说景观房，其实什么都看不到，连大马路都不繁华。火车站附近佳丽4星，协议价298。只能说这变价高了，而且很老破破的样子，一点花园的感觉都没！其余一般。,-1
64,酒店在路边，但是很多司机都不认识，可能是靠近云龙湖比较偏吧。酒点的单人间实在太小了，床的一边竟然靠在墙边，把窗帘都压住了，电视都要斜着才能看，11月份了中央空调还没有暖风！！！冷啊。,-1
65,总台冷冰冰，酒店冷清清。性价比不高，价格偏贵，不如住嘉利。,-1
66,房间有异味，入住时室外低于10度，但房间的中央调只有冷风！！！！室内设施陈旧！户外声音较嘈杂！只能在大堂看到服务员！总体非常不好！应该只能算是准二星！,-1
67,除了环境比较好，在云龙公园对面，酒店设施太旧了，价格高，性价比低，在这个天气，房间里竟然有好多蚊子，半夜被蚊子打扰几次,-1
68,住的房间靠近马路，比较吵。房间有股味道。不如锦江干净。不推荐入住，早饭还可以。,-1
69,酒店服务非常差，设备一般，加床是硬板床且收费很高，服务员态度很差，就像没有经过培训，业务也不熟练，根本不像三星级的酒店。,-1
70,感不太像酒店，像旅。。。毛巾什麽的都比,-1
71,唉！这个酒店真是让我失望！！！上次住就感觉不好，这次去发现床上竟然有JB毛儿！不说什么了，希望携程努力控制酒店的档次！,-1
72,如果不是因为他是4星不会入住，但入住后才知道上当了，房间很旧，只有高级房才能提供上网，早餐品种很少，服务员服务质量很差。,-1
73,位置在4叉路口，有高架桥（高架桥上车少竟然有摩托车！）安吉有许多改装过的三轮“汽车”，发出拖拉机的声音，当然不选靠马路的房间。室内装修在安吉可以算第一，但强烈鄙视卫生间的感应通风机，每次进去发出农村排风机的声音，第二次感应到人存在，马上加大马力的工作。有时会自动排风，估计用的感应器质量问题。我住的是靠内的3楼房间，下面2楼是连着厨房的，6个排风扇让我叹为观止！！幸好酒店的饭店是8；30pm就关门。但是白天实在吵人，只能开电视抵御。结论此酒店的装修布局存在很大问题，酒店人员应该看看别人的酒店是怎样维护客人的安静权力。另外有骚扰电话，估计每位客人都能接到2，3个。吃饭：菜价格便宜，买一送一，量足。但是味精方太多，各位讲究的大大，一定要提前说明。,-1
74,房价较贵，位置也比较偏，房屋隔音效果较差。屋外说话，里面的清清楚楚。不是每间房间都有宽带，我第二天换了一件有宽带的，不过网速也慢。我入住的时候，在携程上定房价格是320，但是入住第二天发现携程上这家酒店的价格降到了300元，和前台商量，居然不肯给我降价。我出差本来住挺长时间，不过在这家酒店住了2天，赶快抽空在市内找了另外一家酒店。不但价格便宜很多，网速也快，而且房屋干净漂亮多了。拉萨酒店价格变动大，旺季价格很高，淡季价格很便宜。另外，这边住店一般都要和经理讲价，我后来住的酒店和他们客房经理商量，房价比到前台直接开房便宜了50元。经济型酒店经常爆满。,-1
75,"看携程上大家的点评不错，就订了间阳面220的房间，慕名前往。结果大失所望，灯光昏暗，空间极其狭小，床垫质量恶劣，房间还伴着一股霉味。原预计住上个把星期的，结果住了一晚就退房了。其实原本想着也就将就了，也许皇城根上这个地段这个价格就只能是这种水平了。但转机是在入住后第二天早上，我出宾馆在新街口大街上溜达，没走两分钟就发现一家连锁宾馆――欣燕都总店。看门脸不错就进去看了看房，顿时喜欢得不得了。房间设计简约而时尚，宽敞明亮，床也很舒服，同样有宽带。正是我喜欢的类型。赶紧回护国寺宾馆，上携程查了查，单人间的才200，套间竟然才240。超值！！同样的地段，更优越的条件，更低廉的价格。二话不说，立马下新订单，退房，拖着行李就搬去了欣燕都。而且欣燕都交通更便利，就在新街口大街上，门口就是公车站、出租车站。斜对面是新街口超市，新街口百货，而周围同样是典型的北京胡同。提醒一点，携程协议上""欣燕都""是没宽带的，但实际现在""欣燕都""是有的。说了这么多，该如何选择，大家应该很清楚了吧。（感觉自己像枪手似的，呵呵）另外，也希望护国寺宾馆能向竞争对手学习，好好改善改善。",-1
76,本人5月3日入住。设施太陈旧，一股霉味，住店还收停车费，强烈不推荐。另外，协程给出的地址有误，是浔阳路，不是浔阳东路。,-1
77,简直受不了啊，居然有蟑螂，一共消灭了3只，作为1家4星的酒店居然这样很失望，而且上网速度简直太慢了,-1
